Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
01.12.22;23:20:47;1;0;0.1369;0.1315;0.1696;0.1544;0.1921;0.1891;0.1554;0.1745;0.1515;0.1813;0.1530;0.1442;0.1369;0.1320;0.1799;0.1637;0.1975;0.1955;0.1935;0.2087;0.1564;0.1872;0.1588;0.1496;0.000;0.000;0.057;0.057;0.027;0.033;0.197;0.164;0.031;0.031;0.037;0.036;
