Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
01.12.22;23:22:35;1;0;0.1862;0.1740;0.1623;0.1569;0.1696;0.2014;0.1852;0.2111;0.1686;0.1691;0.2048;0.2346;0.2370;0.2234;0.2102;0.1994;0.1774;0.2063;0.1950;0.2204;0.1926;0.1916;0.2097;0.2370;0.214;0.221;0.228;0.213;0.044;0.024;0.050;0.042;0.124;0.117;0.023;0.000;
