Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
01.12.22;23:19:00;1;0;0.1652;0.2028;0.1491;0.1378;0.1745;0.1613;0.0694;0.0865;0.0841;0.1173;0.1422;0.1486;0.1720;0.2092;0.1657;0.1520;0.1808;0.1686;0.0772;0.0909;0.0890;0.1256;0.1530;0.1564;0.040;0.030;0.100;0.093;0.035;0.043;0.101;0.048;0.055;0.066;0.070;0.050;
