Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
01.12.22;23:29:13;1;0;0.1408;0.1496;0.1339;0.1290;0.1320;0.1261;0.1246;0.1354;0.1471;0.1417;0.1241;0.1325;0.2561;0.2757;0.2600;0.2561;0.2737;0.2683;0.2248;0.2493;0.2884;0.2761;0.2297;0.2454;0.450;0.457;0.485;0.496;0.518;0.530;0.446;0.457;0.490;0.487;0.460;0.460;
